HP dynamic modelling [kW],T_in [C°],T_setpoint [C°],T_out [C°],P net=(P_irr+Q_cond-Q_inf) [W],Efficiency [K/J]
0.0,18.250038702872736,18.5,15.225,-2372.6016675758865,5.415101363928656e-07
0.0,18.236634191566843,18.5,13.58667,-2578.1889047336135,5.415101363928656e-07
0.0,18.222687934038195,18.5,13.58667,-2572.6889369832707,5.415101363928656e-07
0.0,18.208771427708477,18.5,13.58667,-2567.2006671477147,5.415101363928656e-07
0.0,18.194884609299677,18.5,13.58667,-2561.7240703473585,5.415101363928656e-07
0.0,18.181027415668375,18.5,13.58667,-2556.259121755535,5.415101363928656e-07
0.0,18.167199783805437,18.5,13.58667,-2550.805796598374,5.415101363928656e-07
0.0,18.15306395324498,18.5,12.61667,-2670.0885001803426,5.415101363928656e-07
0.0,18.13862056407228,18.5,12.61667,-2664.39876743866,5.415101363928656e-07
0.0,18.12420795260236,18.5,12.61667,-2658.721136083117,5.415101363928656e-07
0.0,18.10982605337471,18.5,12.61667,-2653.055580376016,5.415101363928656e-07
0.0,18.09547480106803,18.5,12.61667,-2647.4020746343963,5.415101363928656e-07
0.0,18.08115413049994,18.5,12.61667,-2641.760593229919,5.415101363928656e-07
0.0,18.066517575489783,18.5,11.62167,-2764.070087780004,5.415101363928656e-07
0.0,18.051565792072925,18.5,11.62167,-2758.1863078247957,5.415101363928656e-07
0.0,18.036645836026718,18.5,11.62167,-2752.3150418313953,5.415101363928656e-07
0.0,18.02175763965888,18.5,11.62167,-2746.456263184623,5.415101363928656e-07
0.0,18.006598676010196,18.5,11.62167,-2740.491660648657,5.415101363928656e-07
3.2220145692120243,17.99656022356062,18.5,11.62167,-2736.5296209005464,5.415101363928656e-07
3.2295221844513438,17.995387158679478,18.5,11.06667,-2807.4731610208946,5.415101363928656e-07
3.2151604808267167,17.997631174870826,18.5,11.06667,-2808.316979245353,5.415101363928656e-07
3.2244225792469936,17.996183971992657,18.5,11.06667,-2807.7172433868736,5.415101363928656e-07
3.2333491076742122,17.994789201925904,18.5,11.06667,-2807.138020162956,5.415101363928656e-07
3.218845780971378,17.997055346723222,18.5,11.06667,-2807.9904983756624,5.415101363928656e-07
0.0,18.000745009379596,18.5,11.06667,-2809.39967097333,5.415101363928656e-07
0.0,18.000310377826647,18.5,11.05167,-2811.1266991799826,5.415101363928656e-07
3.2103595186533314,17.998381325210417,18.5,11.05167,-2810.338594347401,5.415101363928656e-07
3.2196544971099232,17.996928984826575,18.5,11.05167,-2809.7369189630026,5.415101363928656e-07
3.228612720763249,17.995529262380742,18.5,11.05167,-2809.1558286316576,5.415101363928656e-07
3.214339221277419,17.997759496675403,15.0,11.05167,-2809.994332841864,5.415101363928656e-07
0.0,17.99125293937962,15.0,11.05167,-2807.4160950548235,5.415101363928656e-07
0.0,17.97597499388359,15.0,10.78833,-2835.3042314906565,5.415101363928656e-07
0.0,17.960637867444255,15.0,10.78833,-2829.2738446834774,5.415101363928656e-07
0.0,17.945333361422293,15.0,10.78833,-2823.2562835369395,5.415101363928656e-07
0.0,17.930061406439343,15.0,10.78833,-2817.2515207729366,5.415101363928656e-07
0.0,17.914821933264584,15.0,10.78833,-2811.2595291713724,5.415101363928656e-07
0.0,17.89961487281445,15.0,10.78833,-2805.2802815700475,5.415101363928656e-07
0.0,17.884349639272298,15.0,10.52833,-2832.7450413868664,5.415101363928656e-07
0.0,17.869026352234634,15.0,10.52833,-2826.7216222941306,5.415101363928656e-07
0.0,17.8537356479237,15.0,10.52833,-2820.7110140084997,5.415101363928656e-07
0.0,17.838477457041463,15.0,10.52833,-2814.7131892834527,5.415101363928656e-07
0.0,17.823251710437304,15.0,10.52833,-2808.7281209304265,5.415101363928656e-07
0.0,17.808058339107646,15.0,10.52833,-2802.755781818673,5.415101363928656e-07
0.0,17.792863041407962,15.0,10.43,-2809.4396017869303,5.415101363928656e-07
0.0,17.777665819874223,15.0,10.43,-2803.466326042456,5.415101363928656e-07
0.0,17.762500909824787,15.0,10.43,-2797.5057544452998,5.415101363928656e-07
0.0,17.74736824253859,15.0,10.43,-2791.557859975791,5.415101363928656e-07
0.0,17.732267749440734,15.0,10.43,-2785.6226156717285,5.415101363928656e-07
0.0,17.717199362102157,15.0,10.43,-2779.699994628252,5.415101363928656e-07
0.0,17.70206959533776,15.0,10.16167,-2808.2923476356436,5.415101363928656e-07
0.0,17.6868785754314,15.0,10.16167,-2802.323085211645,5.415101363928656e-07
0.0,17.67171984530002,15.0,10.16167,-2796.3665183638504,5.415101363928656e-07
0.0,17.656593336268923,15.0,10.16167,-2790.4226200908215,5.415101363928656e-07
0.0,17.64149897980947,15.0,10.16167,-2784.491363448547,5.415101363928656e-07
0.0,17.626436707538772,15.0,10.16167,-2778.572721550321,5.415101363928656e-07
0.0,17.611288415070746,15.0,9.523333,-2816.261859488572,5.415101363928656e-07
0.0,17.596054276407706,15.0,9.523333,-2810.278951983564,5.415101363928656e-07
0.0,17.580852501330742,15.0,9.523333,-2804.3087690012285,5.415101363928656e-07
0.0,17.565683021008574,18.5,9.523333,-2798.351283478563,5.415101363928656e-07
5.97311864387566,17.566700211894428,18.5,9.523333,-2798.724054169633,5.415101363928656e-07
5.865102612133956,17.58357771685407,18.5,9.523333,-2805.299379934637,5.415101363928656e-07
5.722738578344433,17.605822097133682,18.5,9.558333,-565.9322922085288,5.415101363928656e-07
5.547266719375966,17.633239575097505,18.5,9.558333,-576.6292039867737,5.415101363928656e-07
5.3781296511841,17.659667242002484,15.0,9.558333,-586.9389063432666,5.415101363928656e-07
0.0,17.671037036339918,15.0,9.558333,-591.3597486322906,5.415101363928656e-07
0.0,17.667838221080604,15.0,9.558333,-590.08313528185,5.415101363928656e-07
0.0,17.664646311456828,15.0,9.558333,-588.8092375053407,5.415101363928656e-07
0.0,17.663642295486877,18.5,9.62,217.98834064990808,5.415101363928656e-07
5.254202545467297,17.679030852270735,18.5,9.62,211.99614997497508,5.415101363928656e-07
5.0682029342761785,17.708093291519347,18.5,9.62,200.65652445877294,5.415101363928656e-07
4.888918212867248,17.736106529239493,18.5,9.62,189.7273416670887,5.415101363928656e-07
4.716105926556338,17.763108448975572,18.5,9.62,179.1937816994515,5.415101363928656e-07
4.549532374977389,17.789135566409783,15.0,9.62,169.0415597579522,5.415101363928656e-07
0.0,17.806078584916822,15.0,10.85,1539.650357509966,5.415101363928656e-07
0.0,17.814407212191753,18.5,10.85,1536.425162921827,5.415101363928656e-07
4.260858128603672,17.834240917405676,18.5,10.85,1528.700665588267,5.415101363928656e-07
4.063855390242293,17.86502259527464,18.5,10.85,1516.6947856556887,5.415101363928656e-07
3.8739646173436086,17.89469302854006,18.5,10.85,1505.1236192562685,5.415101363928656e-07
3.6909290180075005,17.923292340936328,18.5,10.85,1493.9714701356163,5.415101363928656e-07
3.501271721057515,17.952926293584763,18.5,12.86,2259.990996277952,5.415101363928656e-07
3.305231657129275,17.98355755357355,18.5,12.86,2248.0533135085902,5.415101363928656e-07
0.0,18.005151170307375,18.5,12.86,2239.6501537227573,5.415101363928656e-07
0.0,18.01776140486677,18.5,12.86,2234.7602559901875,5.415101363928656e-07
0.0,18.029850166336885,18.5,12.86,2230.0743460250133,5.415101363928656e-07
0.0,18.04191358011897,18.5,12.86,2225.3984007253994,5.415101363928656e-07
0.0,18.050137867117257,18.5,15.06167,812.1403230212236,5.415101363928656e-07
0.0,18.054531175336994,15.0,15.06167,810.4737427460127,5.415101363928656e-07
0.0,18.05891546845236,15.0,15.06167,808.8107056527044,5.415101363928656e-07
0.0,18.06329076562963,18.5,15.06167,807.1512042055535,5.415101363928656e-07
0.0,18.067657085994323,18.5,15.06167,805.4952308848458,5.415101363928656e-07
0.0,18.07201444863128,18.5,15.06167,803.8427781868537,5.415101363928656e-07
0.0,18.081431415641468,18.5,17.02667,2674.1975616236773,5.415101363928656e-07
0.0,18.09589730717324,18.5,17.02667,2668.6006377229105,5.415101363928656e-07
0.0,18.11033292303069,18.5,17.02667,2663.015615535877,5.415101363928656e-07
0.0,18.124738327594248,18.5,17.02667,2657.442469749601,5.415101363928656e-07
0.0,18.139113585107406,18.5,17.02667,2651.8811751049434,5.415101363928656e-07
0.0,18.153458759677033,18.5,17.02667,2646.331706396486,5.415101363928656e-07
0.0,18.16725103550266,18.5,18.04,2447.6748576974596,5.415101363928656e-07
0.0,18.180491594619696,18.5,18.04,2442.56195915714,5.415101363928656e-07
0.0,18.193704496320404,18.5,18.04,2437.4599328361496,5.415101363928656e-07
0.0,18.206889799416324,18.5,18.04,2432.368755611082,5.415101363928656e-07
0.0,18.220047562593912,18.5,18.04,2427.2884044077114,5.415101363928656e-07
0.0,18.233177844414808,18.5,18.04,2422.2188562008832,5.415101363928656e-07
0.0,18.24655323450066,18.5,18.80833,2517.816111602318,5.415101363928656e-07
0.0,18.26017322379135,18.5,18.80833,2512.5585483317777,5.415101363928656e-07
0.0,18.27376477312461,18.5,18.80833,2507.3121648574433,5.415101363928656e-07
0.0,18.287327942975764,18.5,18.80833,2502.0769374017427,5.415101363928656e-07
0.0,18.300862793691525,18.5,18.80833,2496.852842237674,5.415101363928656e-07
0.0,18.314369385490245,18.5,18.80833,2491.639855688703,5.415101363928656e-07
0.0,0.0,18.5,20.91333,0.0,5.415101363928656e-07
0.0,0.0,18.5,20.91333,0.0,5.415101363928656e-07
0.0,0.0,18.5,20.91333,0.0,5.415101363928656e-07
0.0,0.0,18.5,20.91333,0.0,5.415101363928656e-07
0.0,0.0,18.5,20.91333,0.0,5.415101363928656e-07
0.0,0.0,18.5,20.91333,0.0,5.415101363928656e-07
0.0,0.0,18.5,21.755,0.0,5.415101363928656e-07
0.0,0.0,18.5,21.755,0.0,5.415101363928656e-07
0.0,0.0,18.5,21.755,0.0,5.415101363928656e-07
0.0,0.0,18.5,21.755,0.0,5.415101363928656e-07
0.0,0.0,18.5,21.755,0.0,5.415101363928656e-07
0.0,0.0,18.5,21.755,0.0,5.415101363928656e-07
0.0,0.0,18.5,21.95167,0.0,5.415101363928656e-07
0.0,0.0,18.5,21.95167,0.0,5.415101363928656e-07
0.0,0.0,18.5,21.95167,0.0,5.415101363928656e-07
0.0,0.0,18.5,21.95167,0.0,5.415101363928656e-07
0.0,0.0,18.5,21.95167,0.0,5.415101363928656e-07
0.0,0.0,18.5,21.95167,0.0,5.415101363928656e-07
0.0,0.0,18.5,21.42,0.0,5.415101363928656e-07
0.0,0.0,18.5,21.42,0.0,5.415101363928656e-07
0.0,0.0,18.5,21.42,0.0,5.415101363928656e-07
0.0,0.0,18.5,21.42,0.0,5.415101363928656e-07
0.0,0.0,18.5,21.42,0.0,5.415101363928656e-07
0.0,0.0,18.5,21.42,0.0,5.415101363928656e-07
0.0,0.0,18.5,20.22,0.0,5.415101363928656e-07
0.0,0.0,18.5,20.22,0.0,5.415101363928656e-07
0.0,0.0,18.5,20.22,0.0,5.415101363928656e-07
0.0,0.0,18.5,20.22,0.0,5.415101363928656e-07
0.0,0.0,18.5,20.22,0.0,5.415101363928656e-07
0.0,0.0,18.5,20.22,0.0,5.415101363928656e-07
0.0,18.31584822163697,18.5,18.71,-1945.4500298559128,5.415101363928656e-07
0.0,18.305324745426795,18.5,18.71,-1941.2658498527026,5.415101363928656e-07
0.0,18.294823902869382,18.5,18.71,-1937.0905699704556,5.415101363928656e-07
0.0,18.284345645820945,18.5,18.71,-1932.9241712800292,5.415101363928656e-07
0.0,18.273889926240088,18.5,18.71,-1928.7666348925354,5.415101363928656e-07
0.0,18.2634566961876,18.5,18.71,-1924.6179419592665,5.415101363928656e-07
0.0,18.2524906215816,18.5,17.115,-2125.566182837468,5.415101363928656e-07
0.0,18.240992810365476,18.5,17.115,-2121.0082847082954,5.415101363928656e-07
0.0,18.229519654371394,18.5,17.115,-2116.4600813274337,5.415101363928656e-07
0.0,18.21807110115715,18.5,17.115,-2111.9215520756966,5.415101363928656e-07
0.0,18.20664709839209,18.5,17.115,-2107.3926763777563,5.415101363928656e-07
0.0,18.19524759385685,18.5,17.115,-2102.8734337020433,5.415101363928656e-07
0.0,18.183436776738553,18.5,15.86333,-2259.305893591783,5.415101363928656e-07
0.0,18.17121550195421,18.5,15.86333,-2254.470897882867,5.415101363928656e-07
0.0,18.1590203813076,18.5,15.86333,-2249.6461860986715,5.415101363928656e-07
0.0,18.146851359169464,18.5,15.86333,-2244.831736366934,5.415101363928656e-07
0.0,18.13470838002887,18.5,15.86333,-2240.02752686191,5.415101363928656e-07
0.0,18.122591388492932,18.5,15.86333,-2235.2335358042733,5.415101363928656e-07
0.0,18.110339606121897,18.5,15.40167,-2289.81085524003,5.415101363928656e-07
0.0,18.09795331226028,18.5,15.40167,-2284.9136917376786,5.415101363928656e-07
0.0,18.085593508823337,18.5,15.40167,-2280.026944319849,5.415101363928656e-07
0.0,18.07326013946692,18.5,15.40167,-2275.1505908331997,5.415101363928656e-07
0.0,18.060953147966714,18.5,15.40167,-2270.284609171501,5.415101363928656e-07
0.0,18.04867247821798,18.5,15.40167,-2265.4289772755424,5.415101363928656e-07
0.0,18.036421555653774,15.0,15.41167,-2259.297854266785,5.415101363928656e-07
0.0,18.02420031716212,15.0,15.41167,-2254.4655319982476,5.415101363928656e-07
0.0,18.012005218346808,15.0,15.41167,-2249.6434879086346,5.415101363928656e-07
0.0,17.999836203609668,15.0,15.41167,-2244.8317001379046,5.415101363928656e-07
0.0,17.98769321747077,15.0,15.41167,-2240.030146872507,5.415101363928656e-07
0.0,17.975576204568192,15.0,15.41167,-2235.2388063452895,5.415101363928656e-07
0.0,17.963388789253173,15.0,15.135,-2266.0324074077557,5.415101363928656e-07
0.0,17.951131116864033,15.0,15.135,-2261.1873879688956,5.415101363928656e-07
0.0,17.938899652834657,15.0,15.135,-2256.35267367717,5.415101363928656e-07
0.0,17.92669434142099,15.0,15.135,-2251.5282426151825,5.415101363928656e-07
0.0,17.914515126997536,15.0,15.135,-2246.714072912148,5.415101363928656e-07
0.0,17.902361954057117,15.0,15.135,-2241.9101427438036,5.415101363928656e-07
0.0,17.889947550187514,15.0,14.31,-2343.196486797404,5.415101363928656e-07
0.0,17.87727245788235,15.0,14.31,-2338.1921933154354,5.415101363928656e-07
0.0,17.864624435504822,15.0,14.31,-2333.1985436217537,5.415101363928656e-07
0.0,17.85200342547905,15.0,14.31,-2328.2155150787257,5.415101363928656e-07
0.0,17.839409370351618,15.0,14.31,-2323.243085096871,5.415101363928656e-07
0.0,17.82684221279129,15.0,14.31,-2318.281231134749,5.415101363928656e-07
0.0,17.814074444076425,15.0,13.65667,-2397.3363346871624,5.415101363928656e-07
0.0,17.801106480498525,15.0,13.65667,-2392.2207286046105,5.415101363928656e-07
0.0,17.788166188976287,15.0,13.65667,-2387.1160029679336,5.415101363928656e-07
0.0,17.775253510653673,15.0,13.65667,-2382.0221346361727,5.415101363928656e-07
0.0,17.76236838679982,15.0,13.65667,-2376.9391005175844,5.415101363928656e-07
0.0,17.749510758808775,15.0,13.65667,-2371.8668775695364,5.415101363928656e-07
0.0,17.736555237134617,15.0,13.29667,-2413.09492198318,5.415101363928656e-07
0.0,17.723502024263304,15.0,13.29667,-2407.9479133479126,5.415101363928656e-07
0.0,17.7104766533149,15.0,13.29667,-2402.8118518990927,5.415101363928656e-07
0.0,17.69747906507233,15.0,13.29667,-2397.686714353809,5.415101363928656e-07
0.0,17.68450920044448,15.0,13.29667,-2392.5724774786745,5.415101363928656e-07
0.0,17.671567000465917,15.0,13.29667,-2387.46911808972,5.415101363928656e-07
0.0,17.65811742716587,15.0,11.76,-2579.9645407713497,5.415101363928656e-07
0.0,17.64416153524457,15.0,11.76,-2574.4716408911727,5.415101363928656e-07
0.0,17.630235356290346,15.0,11.76,-2568.9904236493026,5.415101363928656e-07
0.0,17.61633882710782,15.0,11.76,-2563.5208641986515,5.415101363928656e-07
0.0,17.60247188463603,15.0,11.76,-2558.0629377449764,5.415101363928656e-07
0.0,17.588634465948132,15.0,11.76,-2552.6166195467677,5.415101363928656e-07
0.0,17.574573440799934,15.0,10.91667,-2640.6492191169013,5.415101363928656e-07
0.0,17.560289271836705,15.0,10.91667,-2635.0320286061587,5.415101363928656e-07
0.0,17.54603548817122,15.0,10.91667,-2629.426784972283,5.415101363928656e-07
0.0,17.53181202517875,15.0,10.91667,-2623.8334628061943,5.415101363928656e-07
0.0,17.517618818372007,15.0,10.91667,-2618.2520367528555,5.415101363928656e-07
0.0,17.503455803400875,15.0,10.91667,-2612.6824815111568,5.415101363928656e-07
0.0,17.490695228976875,15.0,10.47667,-2100.2779561953525,5.415101363928656e-07
0.0,17.479334122716885,15.0,10.47667,-2095.806213921884,5.415101363928656e-07
0.0,17.46799720563452,15.0,10.47667,-2091.343982428172,5.415101363928656e-07
0.0,17.456684426282738,18.5,10.47667,-2086.8912414863207,5.415101363928656e-07
6.634630755043782,17.46333894452441,18.5,10.47667,-2089.4650967875805,5.415101363928656e-07
6.479971228671548,17.48750449552007,18.5,10.47667,-2098.8870358055196,5.415101363928656e-07
6.320303465110328,17.51245258357651,18.5,10.62667,-1486.0849565313335,5.415101363928656e-07
6.155808278840914,17.538154956431107,18.5,10.62667,-1496.1070316594032,5.415101363928656e-07
5.9972514158145716,17.562929466278973,18.5,10.62667,-1505.766131340828,5.415101363928656e-07
5.844418460860834,17.586809615490495,18.5,10.62667,-1515.075361577232,5.415101363928656e-07
5.69710274070394,17.60982769676501,18.5,10.62667,-1524.0473551514606,5.415101363928656e-07
5.555105044425978,17.63201483680844,18.5,10.62667,-1532.6942887141095,5.415101363928656e-07
5.393223130398383,17.657308885875253,18.5,12.21833,-72.54043756841003,5.415101363928656e-07
5.212174823151509,17.685597683882577,18.5,12.21833,-83.56635325496066,5.415101363928656e-07
5.037662252334258,17.712865273072772,18.5,12.21833,-94.19277722855819,5.415101363928656e-07
4.8694494319700885,17.739148526254674,18.5,12.21833,-104.43413399369763,5.415101363928656e-07
4.7073088968349115,17.764482984869545,18.5,12.21833,-114.3043272288759,5.415101363928656e-07
4.551021394797999,17.788902907062813,18.5,12.21833,-123.81675859207019,5.415101363928656e-07
4.408460457006913,17.81117805359267,18.5,14.8,-607.6912758834185,5.415101363928656e-07
4.279130269823054,17.831385895340148,18.5,14.8,-615.5448959721812,5.415101363928656e-07
4.154468055236066,17.850864366369365,18.5,14.8,-623.1131906855042,5.415101363928656e-07
4.0343052666841235,17.869639802080606,18.5,14.8,-630.4064623331642,5.415101363928656e-07
3.9184794433209165,17.887737586981107,18.5,14.8,-637.4346412391417,5.415101363928656e-07
3.806833990278574,17.905182189018973,18.5,14.8,-644.2072991729215,5.415101363928656e-07
3.6733937026193875,17.92603223396572,18.5,15.79,865.5505997297317,5.415101363928656e-07
3.5189454361564003,17.950164775600562,18.5,15.79,856.1669879465506,5.415101363928656e-07
3.3700718999256654,17.973426265636615,18.5,15.79,847.124126390522,5.415101363928656e-07
3.2438244690753892,17.99315242670697,18.5,15.79,839.4639453829654,5.415101363928656e-07
0.0,18.00372344620021,18.5,15.79,835.3841884811868,5.415101363928656e-07
0.0,18.008242496720385,18.5,15.79,833.6712406161872,5.415101363928656e-07
0.0,18.008331430500526,18.5,16.89833,-800.8246686194807,5.415101363928656e-07
0.0,18.00399963254917,18.5,16.89833,-799.0713795828315,5.415101363928656e-07
0.0,18.002901322221128,18.5,16.89833,-798.5826482714948,5.415101363928656e-07
0.0,18.002217590276096,18.5,16.89833,-798.2560554648767,5.415101363928656e-07
0.0,18.00156648394941,18.5,16.89833,-797.9422267147894,5.415101363928656e-07
0.0,18.003727079404314,18.5,16.89833,-798.7279891715817,5.415101363928656e-07
0.0,18.003772056340686,18.5,16.80833,-375.9036640897283,5.415101363928656e-07
0.0,18.00173881284467,18.5,16.80833,-375.04970885011824,5.415101363928656e-07
0.0,18.00299458892023,18.5,16.80833,-375.4820185744857,5.415101363928656e-07
0.0,18.00424802648142,15.0,16.80833,-375.9134102258721,5.415101363928656e-07
0.0,18.002214730254444,15.0,16.80833,-375.05943824238346,5.415101363928656e-07
0.0,18.00018605344964,15.0,16.80833,-374.20728374393343,5.415101363928656e-07
0.0,17.99970195312165,18.5,16.81167,195.4107905983367,5.415101363928656e-07
0.0,18.000759161771494,18.5,16.81167,195.05613473354128,5.415101363928656e-07
0.0,18.001814451963185,18.5,16.81167,194.70223179392622,5.415101363928656e-07
0.0,18.002867827769553,18.5,16.81167,194.34908017817227,5.415101363928656e-07
0.0,18.003919293254768,18.5,16.81167,193.9966782883655,5.415101363928656e-07
0.0,18.00496885247435,18.5,16.81167,193.64502452999344,5.415101363928656e-07
0.0,18.005370712391187,18.5,17.00833,-45.22305297366004,5.415101363928656e-07
0.0,18.00512624554032,18.5,17.00833,-45.06777787987194,5.415101363928656e-07
0.0,18.004882618621757,18.5,17.00833,-44.91283435986458,5.415101363928656e-07
0.0,18.004639829841892,18.5,17.00833,-44.75822170840176,5.415101363928656e-07
0.0,18.004397877410952,18.5,17.00833,-44.60393922175038,5.415101363928656e-07
0.0,18.004156759542965,18.5,17.00833,-44.449986197674825,5.415101363928656e-07
0.0,18.003870185867825,18.5,16.725,-1235.6542688456484,5.415101363928656e-07
0.0,18.003541224140662,18.5,16.725,-1235.4672228780062,5.415101363928656e-07
0.0,18.003219179093037,18.5,16.725,-1235.2828852830453,5.415101363928656e-07
0.0,18.002903946467313,18.5,16.725,-1235.1012152576247,5.415101363928656e-07
0.0,18.002595423486888,18.5,16.725,-1234.9221725782588,5.415101363928656e-07
0.0,18.002293508835862,18.5,16.725,-1234.745717593161,5.415101363928656e-07
0.0,18.001213881930482,18.5,16.79667,-1710.780724416928,5.415101363928656e-07
0.0,18.000096449219065,18.5,16.79667,-1710.2850320902223,5.415101363928656e-07
3.200217804412523,17.999965968060543,18.5,16.79667,-1710.175311491489,5.415101363928656e-07
0.0,18.00002451250312,18.5,16.79667,-1710.139515798457,5.415101363928656e-07
0.0,18.000028424721005,18.5,16.79667,-1710.082357083582,5.415101363928656e-07
0.0,18.00003255126614,18.5,16.79667,-1710.0252841574356,5.415101363928656e-07
3.203733894794846,17.999416578938305,18.5,16.77667,-1961.5050053767516,5.415101363928656e-07
3.206580098682025,17.998971859580934,18.5,16.77667,-1961.2724963528522,5.415101363928656e-07
3.2043943391563516,17.99931338450682,18.5,16.77667,-1961.34746788752,5.415101363928656e-07
3.2058118874948835,17.999091892578925,18.5,16.77667,-1961.2022585755851,5.415101363928656e-07
3.2071999877476856,17.998875001914424,18.5,16.77667,-1961.0588516521098,5.415101363928656e-07
3.2050219486978224,17.999215320515965,18.5,16.77667,-1961.1333577847115,5.415101363928656e-07
3.2058985673652387,17.99907834884918,18.5,16.355,-2114.7960641990535,5.415101363928656e-07
3.20974951113476,17.998476638885194,18.5,16.355,-2114.50402739944,5.415101363928656e-07
3.2128505036137316,17.997992108810354,18.5,16.355,-2114.2578269634537,5.415101363928656e-07
3.2160077205262954,17.997498793667766,18.5,16.355,-2114.0081949777664,5.415101363928656e-07
3.219876721560013,17.996894262256248,18.5,16.355,-2113.715067511849,5.415101363928656e-07
3.2236523050458348,17.99630432733659,18.5,16.355,-2113.42765293265,5.415101363928656e-07
3.204175277333161,17.999347612916694,18.5,15.05,-2285.5246447846,5.415101363928656e-07
0.0,18.00096526420093,18.5,15.05,-2286.106313902557,5.415101363928656e-07
3.210517868672514,17.99835658301992,18.5,15.05,-2285.0351638614275,5.415101363928656e-07
3.221923018116195,17.996574528419345,18.5,15.05,-2284.2872904162523,5.415101363928656e-07
3.217712737549937,17.997232384757822,18.5,15.05,-2284.493614669425,5.415101363928656e-07
3.213483572572227,17.99789319178559,18.5,15.05,-2284.7010916646855,5.415101363928656e-07
3.229066521590539,17.99545835600148,18.5,13.64667,-2464.331820080572,5.415101363928656e-07
3.225779544352145,17.995971946194977,18.5,13.64667,-2464.487918441492,5.415101363928656e-07
3.222591765553716,17.996470036632232,18.5,13.64667,-2464.6379544905108,5.415101363928656e-07
3.2195175630727135,17.99695038076989,18.5,13.64667,-2464.7810497420046,5.415101363928656e-07
3.2163812521147293,17.997440429357074,18.5,13.64667,-2464.9279395263443,5.415101363928656e-07
3.2133566591123555,17.997913022013694,18.5,13.64667,-2465.068002104447,5.415101363928656e-07
0.0,18.00106819839162,18.5,13.005,-2548.8516633445824,5.415101363928656e-07
3.2012060030418983,17.999811562024703,18.5,13.005,-2548.318295844886,5.415101363928656e-07
3.2282088304348693,17.99559237024455,18.5,13.005,-2546.6263482092063,5.415101363928656e-07
3.228132509316902,17.995604295419234,18.5,13.005,-2546.5890959835874,5.415101363928656e-07
3.2280554599125937,17.995616334388657,18.5,13.005,-2546.551889627074,5.415101363928656e-07
3.2279797662770537,17.99562816151921,18.5,13.005,-2546.514601791909,5.415101363928656e-07
3.228628593841245,17.995526782212306,18.5,12.66,-2590.8407656014924,5.415101363928656e-07
3.2300081285459785,17.99531122991469,18.5,12.66,-2590.7160785328547,5.415101363928656e-07
0.0,18.00021353514125,18.5,12.66,-2592.592862729384,5.415101363928656e-07
0.0,18.000774277085004,18.5,12.66,-2592.771753668264,5.415101363928656e-07
3.2242528178981957,17.996210497203407,15.0,12.66,-2590.9465683278027,5.415101363928656e-07
0.0,17.987252038235034,15.0,12.66,-2587.4027589694833,5.415101363928656e-07
0.0,17.97318455530086,15.0,12.455,-2608.248185608321,5.415101363928656e-07
0.0,17.9590756781716,15.0,12.455,-2602.6911930590168,5.415101363928656e-07
0.0,17.94499686070826,15.0,12.455,-2597.1460195513914,5.415101363928656e-07
0.0,17.93094803897762,15.0,12.455,-2591.612639948247,5.415101363928656e-07
0.0,17.91692914918243,15.0,12.455,-2586.0910291658483,5.415101363928656e-07
0.0,17.902940127661125,15.0,12.455,-2580.581162173807,5.415101363928656e-07
0.0,17.888798717815195,15.0,11.93167,-2642.3737727221055,5.415101363928656e-07
0.0,17.874505235439443,15.0,11.93167,-2636.7472708233277,5.415101363928656e-07
0.0,17.860242188729565,15.0,11.93167,-2631.1327357322566,5.415101363928656e-07
0.0,17.846009512953017,15.0,11.93167,-2625.5301419974203,5.415101363928656e-07
0.0,17.83180714351493,15.0,11.93167,-2619.939464221476,5.415101363928656e-07
0.0,17.817635015957823,15.0,11.93167,-2614.3606770611023,5.415101363928656e-07
0.0,17.803256907421385,15.0,11.25333,-2696.015992199651,5.415101363928656e-07
0.0,17.78867324522248,15.0,11.25333,-2690.2793808375814,5.415101363928656e-07
0.0,17.774120614309297,15.0,11.25333,-2684.554970378668,5.415101363928656e-07
0.0,17.759598948683,15.0,11.25333,-2678.8427348735627,5.415101363928656e-07
0.0,17.74510818248511,15.0,11.25333,-2673.142648428102,5.415101363928656e-07
0.0,17.73064824999723,15.0,11.25333,-2667.454685203196,5.415101363928656e-07
0.0,17.716020644788408,15.0,10.68333,-2735.0704947905992,5.415101363928656e-07
0.0,17.70122571442073,15.0,10.68333,-2729.2541638067064,5.415101363928656e-07
0.0,17.686462246569583,15.0,10.68333,-2723.4502032014566,5.415101363928656e-07
0.0,17.67173017431938,15.0,10.68333,-2717.6585866650553,5.415101363928656e-07
0.0,17.65702943089683,15.0,10.68333,-2711.879287943657,5.415101363928656e-07
0.0,17.642359949670684,15.0,10.68333,-2706.1122808392597,5.415101363928656e-07
0.0,17.627685109257555,15.0,10.57833,-2713.8586373051417,5.415101363928656e-07
0.0,17.613004919388477,15.0,10.57833,-2708.088036160398,5.415101363928656e-07
0.0,17.59835594466768,15.0,10.57833,-2702.3297081204505,5.415101363928656e-07
0.0,17.583738118705767,15.0,10.57833,-2696.583627082389,5.415101363928656e-07
0.0,17.569151375254528,15.0,10.57833,-2690.8497669988164,5.415101363928656e-07
0.0,17.554595648206647,15.0,10.57833,-2685.1281018777354,5.415101363928656e-07
0.0,17.539976295381496,15.0,10.30667,-2714.3491611028094,5.415101363928656e-07
