HP dynamic modelling [kW],T_in [C°],T_setpoint [C°],T_out [C°],P net=(P_irr+Q_cond-Q_inf) [W],Efficiency [K/J]
3.2110077361458482,17.99828004122721,18.5,4.0,-3110.6282655687046,5.415101363928656e-07
3.207592413546172,17.99881368538341,18.5,4.0,-3110.8547646429483,5.415101363928656e-07
3.2043010117110273,17.999327966920152,18.5,4.0,-3111.073688539751,5.415101363928656e-07
0.0,18.001307852403166,18.5,4.0,-3111.86577155375,5.415101363928656e-07
3.204624535285166,17.999277416361693,18.5,4.0,-3111.089517181992,5.415101363928656e-07
3.226650048257534,17.99583592995976,18.5,4.0,-3109.761443654465,5.415101363928656e-07
3.2226729669977434,17.996457348906603,18.5,4.0,-3110.0222769108436,5.415101363928656e-07
3.2188400898368856,17.997056235962987,18.5,4.0,-3110.274295182951,5.415101363928656e-07
3.215146209973182,17.99763340469169,18.5,4.0,-3110.5178167335166,5.415101363928656e-07
3.2115863086071386,17.998189639280135,18.5,4.0,-3110.7531483337366,5.415101363928656e-07
3.208155548153036,17.998725695601088,18.5,4.0,-3110.9805856782255,5.415101363928656e-07
3.2048492656961574,17.999242302234975,18.5,4.0,-3111.2004137849326,5.415101363928656e-07
3.2016629666856717,17.999740161455364,18.5,4.0,-3111.412907380665,5.415101363928656e-07
3.2011837574805213,17.99981503789367,18.5,4.0,-3111.4599813161494,5.415101363928656e-07
3.223519148125206,17.996325133105437,18.5,4.0,-3110.1129555702405,5.415101363928656e-07
3.2424572552449265,17.99336605386798,18.5,4.0,-3108.9735359691535,5.415101363928656e-07
3.2379154895986404,17.994075704750212,18.5,4.0,-3109.268879264568,5.415101363928656e-07
3.2335383169236596,17.99475963798068,18.5,4.0,-3109.5541613180367,5.415101363928656e-07
3.2293197942366536,17.995418782150523,18.5,4.0,-3109.829745390953,5.415101363928656e-07
3.2252541931378347,17.996054032322213,18.5,4.0,-3110.0959816284185,5.415101363928656e-07
3.221335992062814,17.996666251240185,18.5,4.0,-3110.3532075328403,5.415101363928656e-07
3.217559868814556,17.997256270497726,18.5,4.0,-3110.6017484204144,5.415101363928656e-07
3.213920693364753,17.997824891661757,18.5,4.0,-3110.8419178611343,5.415101363928656e-07
3.2104135209151083,17.998372887357014,18.5,4.0,-3111.0740181029196,5.415101363928656e-07
3.207033585209365,17.998901002311037,18.5,4.0,-3111.2983404804104,5.415101363928656e-07
3.2037762920866273,17.999409954361465,18.5,4.0,-3111.51516580902,5.415101363928656e-07
3.2234242475480417,17.99633996132062,18.5,4.0,-3110.332350424079,5.415101363928656e-07
3.2423633914504992,17.99338072008586,18.5,4.0,-3109.1928601232476,5.415101363928656e-07
3.237832282571981,17.994088705848128,18.5,4.0,-3109.4875448865173,5.415101363928656e-07
3.2312754274009423,17.995113214468603,18.5,5.0,-2981.187973926683,5.415101363928656e-07
3.222765893228962,17.996442829182975,18.5,5.0,-2981.7213477896803,5.415101363928656e-07
3.2145640633439143,17.997724365102513,18.5,5.0,-2982.2359129649617,5.415101363928656e-07
3.2066588274432206,17.998959558211997,18.5,5.0,-2982.732348563278,5.415101363928656e-07
3.220626756995398,17.99677706921947,18.5,5.0,-2981.892213042999,5.415101363928656e-07
3.2340908104416486,17.994673310868492,18.5,5.0,-2981.0828761972666,5.415101363928656e-07
3.2254819006242545,17.99601845302746,15.0,5.0,-2981.622322093627,5.415101363928656e-07
0.0,17.988613554603813,15.0,5.0,-2978.7398469498803,5.415101363928656e-07
0.0,17.97250040755298,15.0,5.0,-2972.451833063739,5.415101363928656e-07
0.0,17.956421274515094,15.0,5.0,-2966.177191699664,5.415101363928656e-07
0.0,17.940376083153616,15.0,5.0,-2959.9158944164838,5.415101363928656e-07
0.0,17.92436476128587,15.0,5.0,-2953.667912833517,5.415101363928656e-07
0.0,17.90873537872885,15.0,6.0,-2818.851332006075,5.415101363928656e-07
0.0,17.89348713904301,15.0,6.0,-2812.8975055237383,5.415101363928656e-07
0.0,17.878271105636202,15.0,6.0,-2806.956340932993,5.415101363928656e-07
0.0,17.863087210015934,15.0,6.0,-2801.0278113040617,5.415101363928656e-07
0.0,17.847935383835388,15.0,6.0,-2795.11188976444,5.415101363928656e-07
0.0,17.832815558893117,15.0,6.0,-2789.20854949878,5.415101363928656e-07
0.0,17.817727667132722,15.0,6.0,-2783.3177637487665,5.415101363928656e-07
0.0,17.802671640642547,15.0,6.0,-2777.4395058129912,5.415101363928656e-07
0.0,17.787647411655378,15.0,6.0,-2771.573749046838,5.415101363928656e-07
0.0,17.772654912548127,15.0,6.0,-2765.72046686236,5.415101363928656e-07
0.0,17.757694075841528,15.0,6.0,-2759.8796327281552,5.415101363928656e-07
0.0,17.742764834199832,15.0,6.0,-2754.051220169252,5.415101363928656e-07
0.0,17.727867120430517,15.0,6.0,-2748.235202766991,5.415101363928656e-07
0.0,17.71300086748395,15.0,6.0,-2742.431554158893,5.415101363928656e-07
0.0,17.6981660084531,15.0,6.0,-2736.640248038552,5.415101363928656e-07
0.0,17.68336247657325,15.0,6.0,-2730.8612581555094,5.415101363928656e-07
0.0,17.668590205221683,15.0,6.0,-2725.094558315143,5.415101363928656e-07
0.0,17.65384912791736,15.0,6.0,-2719.3401223785336,5.415101363928656e-07
0.0,17.639487320166808,15.0,7.0,-2585.01603763799,5.415101363928656e-07
0.0,17.6255039912079,15.0,7.0,-2579.553659915334,5.415101363928656e-07
0.0,17.61155021011384,15.0,7.0,-2574.1028989845468,5.415101363928656e-07
0.0,17.59762591404543,15.0,7.0,-2568.6637301386004,5.415101363928656e-07
0.0,17.58373104029714,15.0,7.0,-2563.2361287230224,5.415101363928656e-07
0.0,17.569865526296795,15.0,7.0,-2557.8200701357773,5.415101363928656e-07
0.0,17.556029309605307,15.0,7.0,-2552.4155298271503,5.415101363928656e-07
0.0,17.542222327916377,15.0,7.0,-2547.02248329964,5.415101363928656e-07
0.0,17.52844451905623,15.0,7.0,-2541.6409061078493,5.415101363928656e-07
0.0,17.514695820983313,15.0,7.0,-2536.27077385837,5.415101363928656e-07
0.0,17.50097617178804,15.0,7.0,-2530.9120622096766,5.415101363928656e-07
0.0,17.48728550969248,15.0,7.0,-2525.564746872012,5.415101363928656e-07
0.0,17.47362377305011,15.0,7.0,-2520.2288036072837,5.415101363928656e-07
0.0,17.45999090034551,15.0,7.0,-2514.9042082289448,5.415101363928656e-07
0.0,17.446386830194093,15.0,7.0,-2509.5909366018927,5.415101363928656e-07
0.0,17.432811501341835,15.0,7.0,-2504.2889646423564,5.415101363928656e-07
0.0,17.41926485266498,15.0,7.0,-2498.998268317785,5.415101363928656e-07
0.0,17.40574682316978,15.0,7.0,-2493.7188236467423,5.415101363928656e-07
0.0,17.3922573519922,15.0,7.0,-2488.450606698797,5.415101363928656e-07
0.0,17.37879637839766,15.0,7.0,-2483.1935935944107,5.415101363928656e-07
0.0,17.36536384178075,15.0,7.0,-2477.9477605048355,5.415101363928656e-07
0.0,17.351959681664965,18.5,7.0,-2472.7130836520064,5.415101363928656e-07
7.306595738667148,17.35834441583326,18.5,7.0,-2475.2173903985813,5.415101363928656e-07
7.142197825451922,17.384031589773137,18.5,7.0,-2485.2703537933176,5.415101363928656e-07
6.9837359765743265,17.40879125366026,18.5,7.0,-2494.9604785892984,5.415101363928656e-07
6.83099585838454,17.432656897127416,18.5,7.0,-2504.3008658052877,5.415101363928656e-07
6.683770876184008,17.45566080059625,18.5,7.0,-2513.3041434211873,5.415101363928656e-07
6.541861894794716,17.477834078938326,18.5,7.0,-2521.982483458076,5.415101363928656e-07
6.405076969218363,17.49920672355963,18.5,7.0,-2530.3476184415126,5.415101363928656e-07
6.273231085020098,17.51980764296561,18.5,7.0,-2538.410857270423,5.415101363928656e-07
6.144786313898249,17.5398771384534,18.5,7.0,-2466.3538643652364,5.415101363928656e-07
6.019619850878053,17.559434398300304,18.5,7.0,-2474.0087753174475,5.415101363928656e-07
5.898972919295784,17.578285481360034,18.5,7.0,-2481.387432416159,5.415101363928656e-07
5.78268233229569,17.5964558855788,18.5,7.0,-2488.499810362314,5.415101363928656e-07
5.670590795214321,17.613970188247762,18.5,7.0,-2495.3555237000546,5.415101363928656e-07
5.562546692831325,17.630852079245106,18.5,7.0,-2501.9638398208936,5.415101363928656e-07
5.452861367003016,17.64799041140578,18.5,8.0,-2182.9020975229914,5.415101363928656e-07
5.341593998882264,17.665375937674646,18.5,8.0,-2189.702817024191,5.415101363928656e-07
5.234344150067137,17.68213372655201,18.5,8.0,-2196.257968022871,5.415101363928656e-07
5.1309667598735365,17.69828644376976,18.5,8.0,-2202.57641726835,5.415101363928656e-07
5.031322005327548,17.71385593666757,18.5,8.0,-2208.66671135798,5.415101363928656e-07
4.935275112047339,17.728863263742603,18.5,8.0,-2214.5370882968814,5.415101363928656e-07
4.839059882069478,17.743896893426644,18.5,8.0,-2006.6889538659157,5.415101363928656e-07
4.742682391171502,17.758955876379453,18.5,8.0,-2012.5793996509262,5.415101363928656e-07
4.649784785636803,17.77347112724425,18.5,8.0,-2018.2571394977344,5.415101363928656e-07
4.560241417145517,17.787462278571013,18.5,8.0,-2023.7298535862692,5.415101363928656e-07
4.473931174165273,17.800948254036676,18.5,8.0,-2029.0049447879812,5.415101363928656e-07
4.390737318141191,17.81394729404044,18.5,8.0,-2034.0895486786367,5.415101363928656e-07
4.313203993491743,17.826061876016915,18.5,8.0,-2194.9780946516375,5.415101363928656e-07
4.2411268169738605,17.837323934847834,18.5,8.0,-2199.383299431432,5.415101363928656e-07
4.171652117125222,17.848179356699184,18.5,8.0,-2203.629429361963,5.415101363928656e-07
4.104685926246702,17.858642824023953,18.5,8.0,-2207.72222816378,5.415101363928656e-07
4.0401376695334426,17.8687284891354,18.5,8.0,-2211.6672321687574,5.415101363928656e-07
3.977920042567826,17.878449993348777,18.5,8.0,-2215.4697778082677,5.415101363928656e-07
3.917015000794868,17.887966406125802,18.5,9.0,-2164.3010720400775,5.415101363928656e-07
3.857375075111759,17.897285144513788,18.5,9.0,-2167.941616525463,5.415101363928656e-07
3.7998884028268094,17.90626743705831,18.5,9.0,-2171.450544818477,5.415101363928656e-07
3.7444772363634002,17.91492543181822,15.0,9.0,-2174.832609194179,5.415101363928656e-07
0.0,17.913288122247113,15.0,9.0,-2174.1884082445604,5.415101363928656e-07
0.0,17.90152713972366,15.0,9.0,-2169.585107915487,5.415101363928656e-07
0.0,17.889689719004416,18.5,9.0,-2202.419910972968,5.415101363928656e-07
3.9144772331280593,17.88836293232374,18.5,9.0,-2201.8972590413837,5.415101363928656e-07
3.8562029515563836,17.897468288819315,18.5,9.0,-2205.4543545267634,5.415101363928656e-07
3.8000326148891874,17.906244903923564,18.5,9.0,-2208.882847771719,5.415101363928656e-07
3.7458902559330003,17.91470464751047,18.5,9.0,-2212.187382226434,5.415101363928656e-07
3.693702650443993,17.922858960868126,18.5,9.0,-2215.3724336799014,5.415101363928656e-07
3.643356239335708,17.930725587603796,18.5,9.0,-2215.918797894724,5.415101363928656e-07
3.594784542527532,17.938314915230073,18.5,9.0,-2218.8828277268185,5.415101363928656e-07
3.5479664590892983,17.945630240767297,18.5,9.0,-2221.739669128292,5.415101363928656e-07
3.5028386712583144,17.95268145761589,18.5,9.0,-2224.493192360284,5.415101363928656e-07
3.459340147488138,17.95947810195498,18.5,9.0,-2227.147127940303,5.415101363928656e-07
3.417412059900107,17.96602936564061,18.5,9.0,-2229.705071687959,5.415101363928656e-07
3.3802549237057975,17.97183516817097,18.5,9.0,-2423.419691878055,5.415101363928656e-07
3.347696476146803,17.976922425602062,18.5,9.0,-2425.4050464833053,5.415101363928656e-07
3.316313455370687,17.98182602259833,18.5,9.0,-2427.3185539701212,5.415101363928656e-07
3.286063420214214,17.98655259059153,18.5,9.0,-2429.162808529731,5.415101363928656e-07
3.256905461938436,17.99110852157212,18.5,9.0,-2430.940310684829,5.415101363928656e-07
3.228800148897472,17.99549997673477,18.5,9.0,-2432.6534706716584,5.415101363928656e-07
3.227429705516943,17.995714108512978,18.5,8.0,-2595.7773238461195,5.415101363928656e-07
3.2288826420081023,17.995487087186234,18.5,8.0,-2595.688697164335,5.415101363928656e-07
0.0,18.00034815936453,18.5,8.0,-2597.5899004642433,5.415101363928656e-07
0.0,18.00085079309448,18.5,8.0,-2597.7866098296745,5.415101363928656e-07
3.223937885683631,17.996259705361933,18.5,8.0,-2595.9912870395,5.415101363928656e-07
3.225489239423132,17.996017306340136,18.5,8.0,-2595.89664410746,5.415101363928656e-07
3.2270077928423917,17.995780032368376,18.5,8.0,-2595.804006504258,5.415101363928656e-07
3.228471522039581,17.995551324681315,18.5,8.0,-2595.714719990023,5.415101363928656e-07
0.0,18.000409793523467,18.5,8.0,-2597.614904858266,5.415101363928656e-07
0.0,18.000910270782015,18.5,8.0,-2597.810770560424,5.415101363928656e-07
3.223564647850935,17.99631802377329,18.5,8.0,-2596.0149940947945,5.415101363928656e-07
3.2251254114027006,17.996074154468328,18.5,8.0,-2595.919775865961,5.415101363928656e-07
3.2266531946139594,17.99583543834157,18.5,8.0,-2595.8265739726203,5.415101363928656e-07
3.228125820338528,17.995605340572105,18.5,8.0,-2595.7367435388555,5.415101363928656e-07
3.2295673115208503,17.995380107574867,18.5,8.0,-2595.648816592009,5.415101363928656e-07
3.2309567609787795,17.995163006097066,18.5,8.0,-2595.564070655581,5.415101363928656e-07
3.2158783524304457,17.997519007432743,18.5,8.0,-2596.4856023833518,5.415101363928656e-07
3.224262834471324,17.996208932113856,18.5,8.0,-2595.973410950835,5.415101363928656e-07
3.2236124423935966,17.996310555876,18.5,9.0,-2467.2952706434276,5.415101363928656e-07
3.2208965201974937,17.99673491871914,18.5,9.0,-2467.456975623281,5.415101363928656e-07
3.2182785154255273,17.99714398196476,18.5,9.0,-2467.6126955976915,5.415101363928656e-07
3.2155561168682656,17.997569356739334,18.5,9.0,-2467.774792921868,5.415101363928656e-07
3.212931869457566,17.997979395397255,18.5,9.0,-2467.9308909545734,5.415101363928656e-07
3.2125555079187054,17.998038201887702,18.5,9.0,-2467.949633002133,5.415101363928656e-07
3.218774507910439,17.997066483138994,18.5,9.0,-2467.5653608856724,5.415101363928656e-07
3.2228270458742374,17.99643327408215,18.5,9.0,-2467.3134720826574,5.415101363928656e-07
3.220151199226348,17.996851375120883,18.5,9.0,-2467.472728675509,5.415101363928656e-07
3.216580003971467,17.99740937437946,18.5,9.0,-2467.6867012706816,5.415101363928656e-07
3.213137607153999,17.997947248882188,18.5,9.0,-2467.8928012769175,5.415101363928656e-07
3.21299035791194,17.99797025657626,18.5,9.0,-2467.8975434834783,5.415101363928656e-07
3.2021473844461754,17.999664471180285,18.5,10.0,-2339.8378173748333,5.415101363928656e-07
0.0,18.001346812750214,18.5,10.0,-2340.487073841677,5.415101363928656e-07
3.2120350065016967,17.99811953023411,18.5,10.0,-2339.216289677191,5.415101363928656e-07
3.2275974135563277,17.995687904131824,18.5,10.0,-2338.2566760029167,5.415101363928656e-07
3.2200754332654697,17.99686321355227,18.5,10.0,-2338.707657289655,5.415101363928656e-07
3.2126200943687993,17.998028110254875,18.5,10.0,-2339.154561509951,5.415101363928656e-07
3.2281865134513286,17.99559585727323,18.5,10.0,-2338.194703937308,5.415101363928656e-07
3.2206553472180985,17.996772601997172,18.5,10.0,-2338.646247802505,5.415101363928656e-07
3.213191098752441,17.99793889081993,18.5,10.0,-2339.093697706846,5.415101363928656e-07
3.228761758217752,17.995505975278476,18.5,10.0,-2338.13358227241,5.415101363928656e-07
3.2212217664862237,17.996684098986528,15.0,10.0,-2338.585666681397,5.415101363928656e-07
0.0,17.992745968230352,15.0,10.0,-2337.036916076371,5.415101363928656e-07
0.0,17.980104090458877,15.0,10.0,-2332.0843726908524,5.415101363928656e-07
0.0,17.96748900268349,15.0,10.0,-2327.1423621576946,5.415101363928656e-07
0.0,17.954900647928405,15.0,10.0,-2322.2108620752324,5.415101363928656e-07
0.0,17.94233896933902,15.0,10.0,-2317.2898500894453,5.415101363928656e-07
0.0,17.929803910181633,15.0,10.0,-2312.3793038938506,5.415101363928656e-07
0.0,17.91729541384322,15.0,10.0,-2307.479201229412,5.415101363928656e-07
0.0,17.904813423831172,15.0,10.0,-2302.5895198844382,5.415101363928656e-07
0.0,17.89235788377301,15.0,10.0,-2297.710237694471,5.415101363928656e-07
0.0,17.879928737416165,15.0,10.0,-2292.841332542197,5.415101363928656e-07
0.0,17.867525928627707,15.0,10.0,-2287.982782357344,5.415101363928656e-07
0.0,17.85514940139408,15.0,10.0,-2283.134565116574,5.415101363928656e-07
0.0,17.842799099820873,15.0,10.0,-2278.2966588433937,5.415101363928656e-07
0.0,17.83047496813255,15.0,10.0,-2273.4690416080502,5.415101363928656e-07
0.0,17.81817695067219,15.0,10.0,-2268.6516915274283,5.415101363928656e-07
0.0,17.805904991901265,15.0,10.0,-2263.844586764961,5.415101363928656e-07
0.0,17.793659036399355,15.0,10.0,-2259.0477055305178,5.415101363928656e-07
0.0,17.781439028863907,15.0,10.0,-2254.2610260803135,5.415101363928656e-07
0.0,17.769244914109997,15.0,10.0,-2249.4845267168103,5.415101363928656e-07
0.0,17.75707663707007,15.0,10.0,-2244.718185788619,5.415101363928656e-07
0.0,17.74493414279368,15.0,10.0,-2239.961981690393,5.415101363928656e-07
0.0,17.73281737644727,15.0,10.0,-2235.215892862745,5.415101363928656e-07
0.0,17.72072628331388,15.0,10.0,-2230.4798977921337,5.415101363928656e-07
0.0,17.70866080879295,15.0,10.0,-2225.75397501078,5.415101363928656e-07
0.0,17.696620898400027,15.0,10.0,-2221.038103096558,5.415101363928656e-07
0.0,17.684606497766552,15.0,10.0,-2216.332260672907,5.415101363928656e-07
0.0,17.67261755263959,15.0,10.0,-2211.6364264087288,5.415101363928656e-07
0.0,17.660654008881593,15.0,10.0,-2206.950579018293,5.415101363928656e-07
0.0,17.648715812470154,15.0,10.0,-2202.2746972611385,5.415101363928656e-07
0.0,17.636802909497774,15.0,10.0,-2197.608759941985,5.415101363928656e-07
0.0,17.624915246171597,15.0,10.0,-2192.9527459106275,5.415101363928656e-07
0.0,17.613052768813176,15.0,10.0,-2188.306634061844,5.415101363928656e-07
0.0,17.601215423858235,18.5,10.0,-2183.6704033353017,5.415101363928656e-07
5.728663574013763,17.60489631656035,18.5,10.0,-2185.10300643342,5.415101363928656e-07
5.6080861859809605,17.623736533440475,18.5,10.0,-2192.464013217056,5.415101363928656e-07
5.4918621755801045,17.64189653506561,18.5,10.0,-2199.5589226468173,5.415101363928656e-07
5.379834355290768,17.659400881985817,18.5,10.0,-2206.397342717776,5.415101363928656e-07
5.271851213166769,17.676273247942692,18.5,10.0,-2212.988534508856,5.415101363928656e-07
5.167766707908186,17.692536451889346,18.5,10.0,-2219.3414247089318,5.415101363928656e-07
5.067440071332431,17.708212488854308,18.5,10.0,-2225.464617690673,5.415101363928656e-07
4.970735617977721,17.72332255969098,18.5,10.0,-2231.366407148418,5.415101363928656e-07
4.877522561581145,17.737887099752946,18.5,10.0,-2237.054787315843,5.415101363928656e-07
4.7876748381831025,17.75192580653389,18.5,10.0,-2242.537463778602,5.415101363928656e-07
4.7010709356190095,17.76545766630953,18.5,10.0,-2247.8218638965477,5.415101363928656e-07
4.61759372916747,17.778500979817583,18.5,10.0,-2252.9151468496357,5.415101363928656e-07
4.537130323132806,17.7910733870105,18.5,10.0,-2257.8242133211047,5.415101363928656e-07
4.459571898147374,17.803191890914473,18.5,10.0,-2262.55571483103,5.415101363928656e-07
4.384813563987609,17.814872880626936,15.0,10.0,-2267.116062732857,5.415101363928656e-07
0.0,17.814468128365935,15.0,10.0,-2266.949938270199,5.415101363928656e-07
0.0,17.801870700565285,15.0,9.0,-2385.7543021527267,5.415101363928656e-07
0.0,17.788965278121573,15.0,9.0,-2380.7039516808436,5.415101363928656e-07
0.0,17.776087174746166,15.0,9.0,-2375.6643419504467,5.415101363928656e-07
0.0,17.763236332338742,15.0,9.0,-2370.635450117728,5.415101363928656e-07
0.0,17.750412692922527,15.0,9.0,-2365.6172533874587,5.415101363928656e-07
0.0,17.737616198644076,15.0,9.0,-2360.609729012897,5.415101363928656e-07
0.0,17.725198085909845,15.0,9.0,-2225.866707270434,5.415101363928656e-07
0.0,17.71315755396582,15.0,9.0,-2221.1549314982035,5.415101363928656e-07
0.0,17.701142509624077,15.0,9.0,-2216.453176407079,5.415101363928656e-07
0.0,17.689152898679332,15.0,9.0,-2211.7614206847,5.415101363928656e-07
0.0,17.677188667041598,15.0,9.0,-2207.079643064037,5.415101363928656e-07
0.0,17.665249760735918,15.0,9.0,-2202.407822323289,5.415101363928656e-07
0.0,17.653811290687486,15.0,9.0,-2022.2496974397034,5.415101363928656e-07
0.0,17.642872197961708,15.0,9.0,-2017.9689811044593,5.415101363928656e-07
0.0,17.631956261090693,15.0,9.0,-2013.6973687015618,5.415101363928656e-07
0.0,17.621063430828166,15.0,9.0,-2009.4348408684275,5.415101363928656e-07
0.0,17.61019365803259,15.0,9.0,-2005.181378283652,5.415101363928656e-07
0.0,17.59934689366695,15.0,9.0,-2000.9369616669278,5.415101363928656e-07
0.0,17.588858276601915,15.0,9.0,-1872.9040999311685,5.415101363928656e-07
0.0,17.57872704893463,15.0,9.0,-1868.9396053657106,5.415101363928656e-07
0.0,17.5686172665707,18.5,9.0,-1864.983542211754,5.415101363928656e-07
5.922897731809986,17.57454722940469,18.5,9.0,-1867.3002532173514,5.415101363928656e-07
5.78489726440605,17.596109802436555,18.5,9.0,-1875.730447756747,5.415101363928656e-07
5.651879413587586,17.61689384162694,18.5,9.0,-1883.8560829398627,5.415101363928656e-07
5.5242181973203515,17.636840906668695,18.5,9.0,-1924.212157978933,5.415101363928656e-07
5.401720203812466,17.655981218154302,18.5,9.0,-1931.6947945118238,5.415101363928656e-07
5.283645079357303,17.67443045635042,18.5,9.0,-1938.9070859276749,5.415101363928656e-07
5.169833127300922,17.69221357385923,18.5,9.0,-1945.8587935908804,5.415101363928656e-07
5.060130417160986,17.709354622318596,18.5,9.0,-1952.5593264119739,5.415101363928656e-07
4.954388576427551,17.725876784933195,18.5,9.0,-1959.017753573682,5.415101363928656e-07
4.849788688270451,17.742220517457742,18.5,9.0,-1808.1259480947765,5.415101363928656e-07
4.746289518443518,17.7583922627432,18.5,9.0,-1814.447191522922,5.415101363928656e-07
4.646527223157477,17.773980121381644,18.5,9.0,-1820.540020849974,5.415101363928656e-07
4.550366874981933,17.789005175784073,18.5,9.0,-1826.412683436051,5.415101363928656e-07
4.457678418315118,17.803487747138263,18.5,9.0,-1832.073128853601,5.415101363928656e-07
4.368336493476636,17.817447422894276,18.5,9.0,-1837.5290196396286,5.415101363928656e-07
4.282438932241189,17.830868916837314,18.5,9.0,-1855.6267690894658,5.415101363928656e-07
4.199861369021209,17.843771661090436,18.5,9.0,-1860.6692009105975,5.415101363928656e-07
4.120265263611282,17.856208552560737,18.5,9.0,-1865.5293930353687,5.415101363928656e-07
4.0435429644345735,17.868196411807098,18.5,9.0,-1870.21392560333,5.415101363928656e-07
3.9695907068927454,17.87975145204801,18.5,9.0,-1874.72914116475,5.415101363928656e-07
3.8983084730188695,17.8908893010908,18.5,9.0,-1879.0811532592468,5.415101363928656e-07
3.827306779675132,17.90198331567576,18.5,9.0,-1748.6367478264256,5.415101363928656e-07
3.7565754958934576,17.913035078766647,18.5,9.0,-1752.954996245674,5.415101363928656e-07
3.688397933027386,17.92368782296447,18.5,9.0,-1757.1171501384836,5.415101363928656e-07
3.6226818838084456,17.93395595565493,18.5,9.0,-1761.1288456201057,5.415101363928656e-07
3.5593384702986444,17.943853364015837,18.5,9.0,-1764.9955153024175,5.415101363928656e-07
3.4982820236782803,17.95339343380027,18.5,9.0,-1768.7223956418215,5.415101363928656e-07
3.4516950207758557,17.960672653003773,15.0,8.0,-2492.4630566740443,5.415101363928656e-07
0.0,17.956525452351443,15.0,8.0,-2490.841530711904,5.415101363928656e-07
0.0,17.943051563949354,15.0,8.0,-2485.572596571232,5.415101363928656e-07
0.0,17.929606177009425,15.0,8.0,-2480.314867953435,5.415101363928656e-07
0.0,17.91618923091717,15.0,8.0,-2475.0683210261923,5.415101363928656e-07
0.0,17.902800665187012,15.0,8.0,-2469.8329320078683,5.415101363928656e-07
0.0,17.888851715074892,18.5,7.0,-2682.039364649786,5.415101363928656e-07
3.9360703614932846,17.884989006016674,18.5,7.0,-2680.533817307803,5.415101363928656e-07
3.89334811709457,17.891664356703973,18.5,7.0,-2683.149449501304,5.415101363928656e-07
3.8521685909514876,17.89809865766383,18.5,7.0,-2685.6707838003276,5.415101363928656e-07
3.8124760800869355,17.904300612486416,18.5,7.0,-2688.1012250167155,5.415101363928656e-07
3.774216892792765,17.91027861050113,18.5,7.0,-2690.444055024674,5.415101363928656e-07
3.7373392760088566,17.916040738123616,18.5,7.0,-2692.702437199682,5.415101363928656e-07
3.7017933453242677,17.921594789793083,18.5,7.0,-2694.879420697136,5.415101363928656e-07
3.6675310175060076,17.926948278514686,18.5,7.0,-2696.977944576482,5.415101363928656e-07
3.6345059454636615,17.932108446021303,18.5,7.0,-2699.0008417764707,5.415101363928656e-07
3.6026734555626265,17.93708227256834,18.5,7.0,-2700.950842946845,5.415101363928656e-07
3.5719904872004467,17.94187648637493,18.5,7.0,-2702.8305801417055,5.415101363928656e-07
3.5424155345650434,17.946497572724212,18.5,7.0,-2704.6425903795,5.415101363928656e-07
3.513908590495976,17.950951782735004,18.5,7.0,-2706.389319074473,5.415101363928656e-07
3.4864310923724133,17.95524514181681,18.5,7.0,-2708.073123344233,5.415101363928656e-07
3.459945869955209,17.9593834578195,18.5,7.0,-2709.6962751978717,5.415101363928656e-07
3.4344170951121216,17.96337232888873,18.5,7.0,-2711.2609646089873,5.415101363928656e-07
3.4098102333582805,17.96721715103777,18.5,7.0,-2712.769302477734,5.415101363928656e-07
3.3860919971464227,17.97092312544587,18.5,7.0,-2714.2233234859405,5.415101363928656e-07
3.3632303008437705,17.97449526549316,18.5,7.0,-2715.6249888491143,5.415101363928656e-07
3.3411942173343507,17.977938403541508,18.5,7.0,-2716.9761889691044,5.415101363928656e-07
3.3199539361884947,17.981257197470548,18.5,7.0,-2718.2787459909596,5.415101363928656e-07
3.2994807233425263,17.98445613697773,18.5,7.0,-2719.534416267492,5.415101363928656e-07
3.2797468822344857,17.98753954965086,18.5,7.0,-2720.744892734828,5.415101363928656e-07
3.2629156705794458,17.99016942647196,18.5,6.0,-2850.4960252181704,5.415101363928656e-07
3.2488823594153704,17.99236213134135,18.5,6.0,-2851.362548472665,5.415101363928656e-07
3.235356046992729,17.994475617657386,18.5,6.0,-2852.1980814319695,5.415101363928656e-07
3.2223184270834966,17.996512745768204,18.5,6.0,-2853.003743053556,5.415101363928656e-07
3.209751854443039,17.998476272743275,18.5,6.0,-2853.7806118926756,5.415101363928656e-07
3.219288485420225,17.99698617415309,18.5,6.0,-2853.206850030907,5.415101363928656e-07
3.2284810886430932,17.995549829899517,18.5,6.0,-2852.6541163560923,5.415101363928656e-07
3.215692921445134,17.997547981024198,18.5,6.0,-2853.4445291226466,5.415101363928656e-07
3.2260305896069443,17.995932720373915,18.5,6.0,-2852.821815897408,5.415101363928656e-07
3.235995307335452,17.994375733228836,18.5,6.0,-2852.221898740545,5.415101363928656e-07
3.2229367456239517,17.996416133496258,18.5,6.0,-2853.028838302517,5.415101363928656e-07
3.2103499872555177,17.998382814491325,18.5,6.0,-2853.806938867495,5.415101363928656e-07
3.2198703495521843,17.99689525788247,18.5,6.0,-2853.2341693652065,5.415101363928656e-07
3.229047271438367,17.995461363837755,18.5,6.0,-2852.682392148893,5.415101363928656e-07
3.2162408007674914,17.99746237488008,18.5,6.0,-2853.4739215897807,5.415101363928656e-07
3.226563729159102,17.99584941731889,18.5,6.0,-2852.8521072643543,5.415101363928656e-07
